Decorated function name;Undecorated function name;Average elapsed time (nanoseconds);Minimum elapsed time (nanoseconds);Maximum elapsed time (nanoseconds);Standard deviation (nanoseconds);Occurrences
??$EntityCanMaterializeId@VFunction@Activities@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@YA_NI@Z;bool __cdecl Microsoft::Cpp::BuildInsights::Internal::EntityCanMaterializeId<class Microsoft::Cpp::BuildInsights::Activities::Function>(unsigned int);230100;212300;243700;13158;3
?_Get_first@?$_Compressed_pair@V?$allocator@U?$pair@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@std@@@std@@V?$_Vector_val@U?$_Simple_types@U?$pair@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@std@@@std@@@2@$00@std@@QEBAAEBV?$allocator@U?$pair@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@std@@@2@XZ;class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > const & __ptr64 __cdecl std::_Compressed_pair<class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,class std::_Vector_val<struc;230100;230100;230100;0;1
??$_Destroy_in_place@PEAU?$_List_node@_KPEAX@std@@@std@@YAXAEAPEAU?$_List_node@_KPEAX@0@@Z;void __cdecl std::_Destroy_in_place<struct std::_List_node<unsigned __int64,void * __ptr64> * __ptr64>(struct std::_List_node<unsigned __int64,void * __ptr64> * __ptr64 & __ptr64);230100;230100;230100;0;1
?_Get_first@?$_Compressed_pair@V?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KUTemplateInstantiationData@@@std@@@std@@@std@@@std@@@std@@V?$_Vector_val@U?$_Simple_types@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KUTemplateInstantiationData@@@std@@@std@@@std@@@std@@@std@@@2@$00@std@@QEAAAEAV?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KUTemplateInstantiationData@@@std@@@std@@@std@@@std@@@2@XZ;class std::allocator<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct TemplateInstantiationData> > > > > & __ptr64 __cdecl std::_Compressed_pair<class std::allocator<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct TemplateInstantiationData> > > > >,class std::_Vector_val<struct std::_Simple_types<class std::_List_unchecked_iterator<c;230100;230100;230100;0;1
??$addressof@U?$pair@$$CB_KUProcessThreadRemap@@@std@@@std@@YAPEAU?$pair@$$CB_KUProcessThreadRemap@@@0@AEAU10@@Z;struct std::pair<unsigned __int64 const ,struct ProcessThreadRemap> * __ptr64 __cdecl std::addressof<struct std::pair<unsigned __int64 const ,struct ProcessThreadRemap> >(struct std::pair<unsigned __int64 const ,struct ProcessThreadRemap> & __ptr64);230000;230000;230000;0;1
?IsArray@?$GenericValue@U?$UTF8@D@rapidjson@@V?$MemoryPoolAllocator@VCrtAllocator@rapidjson@@@2@@rapidjson@@QEBA_NXZ;bool __cdecl rapidjson::GenericValue<struct rapidjson::UTF8<char>,class rapidjson::MemoryPoolAllocator<class rapidjson::CrtAllocator> >::IsArray(void)const __ptr64;230000;230000;230000;0;1
?_Get_first@?$_Compressed_pair@V?$allocator@U?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@PEAX@std@@@std@@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@@std@@@2@$00@std@@QEAAAEAV?$allocator@U?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@PEAX@std@@@2@XZ;class std::allocator<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::shared_ptr<class cxxopts::OptionDetails> >,void * __ptr64> > & __ptr64 __cdecl std::_Compressed_pair<class std::allocator<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::shared_ptr<class cxxopts::OptionDetails> >,void * __ptr64> >,class std::_Li;230000;230000;230000;0;1
??$forward@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@std@@YA$$QEAV?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@0@AEAV120@@Z;??$forward@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@std@@YA$$QEAV?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@0@AEAV120@@Z;229950;205800;254100;24150;2
??$forward@V?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@@std@@@std@@@std@@@std@@YA$$QEAV?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@@std@@@std@@@0@AEAV10@@Z;??$forward@V?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@@std@@@std@@@std@@@std@@YA$$QEAV?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@@std@@@std@@@0@AEAV10@@Z;229900;229900;229900;0;1
??$?0U?$pair@$$CB_KULocalThreadData@PackedProcessThreadRemapper@@@std@@@?$allocator@U?$_List_node@U?$pair@$$CB_KULocalThreadData@PackedProcessThreadRemapper@@@std@@PEAX@std@@@std@@QEAA@AEBV?$allocator@U?$pair@$$CB_KULocalThreadData@PackedProcessThreadRemapper@@@std@@@1@@Z;__cdecl std::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,struct PackedProcessThreadRemapper::LocalThreadData>,void * __ptr64> >::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,struct PackedProcessThreadRemapper::LocalThreadData>,void * __ptr64> ><struct std::pair<unsigned __int64 const ,struct PackedProcessThreadRemapper::LocalThreadData> >(class std::allocator<struct std::pair<unsigned __int64 const ,struct PackedProcessThreadRemapper::LocalThreadD;229900;229900;229900;0;1
?deallocate@?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KUProcessThreadRemap@@@std@@@std@@@std@@@std@@@std@@QEAAXQEAV?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KUProcessThreadRemap@@@std@@@std@@@std@@@2@_K@Z;void __cdecl std::allocator<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct ProcessThreadRemap> > > > >::deallocate(class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct ProcessThreadRemap> > > > * __ptr64 const,unsigned __int64) __ptr64;229900;229900;229900;0;1
??E?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@std@@@std@@@std@@@std@@QEAAAEAV01@XZ;class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > > > & __ptr64 __cdecl std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,cl;229800;219900;239700;9900;2
??0?$allocator@D@std@@QEAA@XZ;__cdecl std::allocator<char>::allocator<char>(void) __ptr64;229761;193000;298600;29664;13
?deallocate@?$allocator@PEAVTimelineEntry@@@std@@QEAAXQEAPEAVTimelineEntry@@_K@Z;void __cdecl std::allocator<class TimelineEntry * __ptr64>::deallocate(class TimelineEntry * __ptr64 * __ptr64 const,unsigned __int64) __ptr64;229700;223600;235800;6100;2
??$forward@AEBV?$allocator@I@std@@@std@@YAAEBV?$allocator@I@0@AEBV10@@Z;class std::allocator<unsigned int> const & __ptr64 __cdecl std::forward<class std::allocator<unsigned int> const & __ptr64>(class std::allocator<unsigned int> const & __ptr64);229700;229700;229700;0;1
??$addressof@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@YAPEAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@AEAV10@@Z;class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > * __ptr64 __cdecl std::addressof<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > & __ptr64);229700;224200;235200;5500;2
??$forward@AEBV?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@@std@@@std@@@std@@@std@@YAAEBV?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@@std@@@std@@@0@AEBV10@@Z;class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > > > const & __ptr64 __cdecl std::forward<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > > > const & __ptr64>(class ;229650;213300;246000;16350;2
?__autoclassinit2@?$_Bt_state_t@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@QEAAX_K@Z;void __cdecl std::_Bt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::__autoclassinit2(unsigned __int64) __ptr64;229600;229600;229600;0;1
??$_Move_backward_unchecked@PEAUDataPerFunction@?A0x5f10505a@@PEAU12@@std@@YAPEAUDataPerFunction@?A0x5f10505a@@PEAU12@00@Z;struct `anonymous namespace'::DataPerFunction * __ptr64 __cdecl std::_Move_backward_unchecked<struct `anonymous namespace'::DataPerFunction * __ptr64,struct A0x5f10505a::DataPerFunction * __ptr64>(struct A0x5f10505a::DataPerFunction * __ptr64,struct A0x5f10505a::DataPerFunction * __ptr64,struct A0x5f10505a::DataPerFunction * __ptr64);229600;229600;229600;0;1
?deallocate@?$_Default_allocator_traits@V?$allocator@U?$_List_node@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@PEAX@std@@@std@@@std@@SAXAEAV?$allocator@U?$_List_node@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@PEAX@std@@@2@QEAU?$_List_node@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@PEAX@2@_K@Z;static void __cdecl std::_Default_allocator_traits<class std::allocator<struct std::_List_node<struct std::pair<class std::shared_ptr<class cxxopts::OptionDetails> const ,class cxxopts::OptionValue>,void * __ptr64> > >::deallocate(class std::allocator<struct std::_List_node<struct std::pair<class std::shared_ptr<class cxxopts::OptionDetails> const ,class cxxopts::OptionValue>,void * __ptr64> > & __ptr64,struct std::_List_node<struct std::pair<class std::shared_ptr<class cxxopts::OptionDetails> const ,clas;229600;229600;229600;0;1
?_Get_max_bucket_size@?$_Uhash_compare@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@U?$hash@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@@2@U?$equal_to@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@@2@@std@@QEBAAEBMXZ;float const & __ptr64 __cdecl std::_Uhash_compare<class std::shared_ptr<class cxxopts::OptionDetails>,struct std::hash<class std::shared_ptr<class cxxopts::OptionDetails> >,struct std::equal_to<class std::shared_ptr<class cxxopts::OptionDetails> > >::_Get_max_bucket_size(void)const __ptr64;229600;229600;229600;0;1
??$_Destroy_in_place@PEAU?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileCompilationData@@@std@@PEAX@std@@@std@@YAXAEAPEAU?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileCompilationData@@@std@@PEAX@0@@Z;void __cdecl std::_Destroy_in_place<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData>,void * __ptr64> * __ptr64>(struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData>,void * __ptr64> * __ptr64 & __ptr64);229500;229500;229500;0;1
??$_LStrxfrm@D@std@@YA_KPEAD0PEBD1PEBU_Collvec@@@Z;unsigned __int64 __cdecl std::_LStrxfrm<char>(char * __ptr64,char * __ptr64,char const * __ptr64,char const * __ptr64,struct _Collvec const * __ptr64);229500;229500;229500;0;1
?length@?$_Regex_traits@D@std@@SA_KPEBD@Z;static unsigned __int64 __cdecl std::_Regex_traits<char>::length(char const * __ptr64);229500;229500;229500;0;1
?_Mark_final@?$_Builder@PEBDDV?$regex_traits@D@std@@@std@@QEAAXXZ;void __cdecl std::_Builder<char const * __ptr64,char,class std::regex_traits<char> >::_Mark_final(void) __ptr64;229500;229500;229500;0;1
??1?$pair@V?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@@std@@@std@@@std@@_N@std@@QEAA@XZ;__cdecl std::pair<class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > > > > >,bool>::~pair<class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > > > > >,bool>(void) __ptr64;229400;229400;229400;0;1
?_Unchecked_begin@?$vector@PEAVIAnalyzer@BuildInsights@Cpp@Microsoft@@V?$allocator@PEAVIAnalyzer@BuildInsights@Cpp@Microsoft@@@std@@@std@@QEAAPEAPEAVIAnalyzer@BuildInsights@Cpp@Microsoft@@XZ;class Microsoft::Cpp::BuildInsights::IAnalyzer * __ptr64 * __ptr64 __cdecl std::vector<class Microsoft::Cpp::BuildInsights::IAnalyzer * __ptr64,class std::allocator<class Microsoft::Cpp::BuildInsights::IAnalyzer * __ptr64> >::_Unchecked_begin(void) __ptr64;229400;229400;229400;0;1
?__autoclassinit2@_Root_node@std@@QEAAX_K@Z;void __cdecl std::_Root_node::__autoclassinit2(unsigned __int64) __ptr64;229400;229400;229400;0;1
??0?$_List_const_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KULocalThreadData@PackedProcessThreadRemapper@@@std@@@std@@@std@@@std@@QEAA@$$QEAV01@@Z;??0?$_List_const_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KULocalThreadData@PackedProcessThreadRemapper@@@std@@@std@@@std@@@std@@QEAA@$$QEAV01@@Z;229400;229400;229400;0;1
?_Unchecked_begin@?$vector@V?$RawPtrWrapper@VIAnalyzer@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@V?$allocator@V?$RawPtrWrapper@VIAnalyzer@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@@std@@@std@@QEAAPEAV?$RawPtrWrapper@VIAnalyzer@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@XZ;class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer> * __ptr64 __cdecl std::vector<class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer>,class std::allocator<class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer> > >::_Unchecked_begin(void) __ptr64;229400;229400;229400;0;1
?SetMembersPointer@?$GenericValue@U?$UTF8@D@rapidjson@@V?$MemoryPoolAllocator@VCrtAllocator@rapidjson@@@2@@rapidjson@@AEAAPEAU?$GenericMember@U?$UTF8@D@rapidjson@@V?$MemoryPoolAllocator@VCrtAllocator@rapidjson@@@2@@2@PEAU32@@Z;struct rapidjson::GenericMember<struct rapidjson::UTF8<char>,class rapidjson::MemoryPoolAllocator<class rapidjson::CrtAllocator> > * __ptr64 __cdecl rapidjson::GenericValue<struct rapidjson::UTF8<char>,class rapidjson::MemoryPoolAllocator<class rapidjson::CrtAllocator> >::SetMembersPointer(struct rapidjson::GenericMember<struct rapidjson::UTF8<char>,class rapidjson::MemoryPoolAllocator<class rapidjson::CrtAllocator> > * __ptr64) __ptr64;229400;229400;229400;0;1
??F?$_List_unchecked_const_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@@std@@@std@@U_Iterator_base0@2@@std@@QEAAAEAV01@XZ;class std::_List_unchecked_const_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::shared_ptr<class cxxopts::OptionDetails> > > >,struct std::_Iterator_base0> & __ptr64 __cdecl std::_List_unchecked_const_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ;229300;229300;229300;0;1
??$move@AEAV?$allocator@U?$_List_node@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@PEAX@std@@@std@@@std@@YA$$QEAV?$allocator@U?$_List_node@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@PEAX@std@@@0@AEAV10@@Z;??$move@AEAV?$allocator@U?$_List_node@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@PEAX@std@@@std@@@std@@YA$$QEAV?$allocator@U?$_List_node@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@PEAX@std@@@0@AEAV10@@Z;229300;229300;229300;0;1
??$get@$0A@AEB_K@std@@YAAEB_K$$QEAV?$tuple@AEB_K@0@@Z;??$get@$0A@AEB_K@std@@YAAEB_K$$QEAV?$tuple@AEB_K@0@@Z;229300;211600;257300;18201;4
??$forward@U_Zero_then_variadic_args_t@std@@@std@@YA$$QEAU_Zero_then_variadic_args_t@0@AEAU10@@Z;??$forward@U_Zero_then_variadic_args_t@std@@@std@@YA$$QEAU_Zero_then_variadic_args_t@0@AEAU10@@Z;229263;200800;268100;22602;11
??__FLQUOTE@?A0xe8409837@cxxopts@@YAXXZ;void __cdecl cxxopts::`anonymous namespace'::`dynamic atexit destructor for 'LQUOTE''(void);229200;229200;229200;0;1
?allocate@?$allocator@U?$_List_node@U?$pair@$$CB_KUTemplateInstantiationData@@@std@@PEAX@std@@@std@@QEAAPEAU?$_List_node@U?$pair@$$CB_KUTemplateInstantiationData@@@std@@PEAX@2@_K@Z;struct std::_List_node<struct std::pair<unsigned __int64 const ,struct TemplateInstantiationData>,void * __ptr64> * __ptr64 __cdecl std::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,struct TemplateInstantiationData>,void * __ptr64> >::allocate(unsigned __int64) __ptr64;229200;229200;229200;0;1
?_Get_first@?$_Compressed_pair@V?$allocator@PEBU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UDataPerTemplate@?A0x5cdd232a@@@std@@@std@@V?$_Vector_val@U?$_Simple_types@PEBU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UDataPerTemplate@?A0x5cdd232a@@@std@@@std@@@2@$00@std@@QEAAAEAV?$allocator@PEBU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UDataPerTemplate@?A0x5cdd232a@@@std@@@2@XZ;class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate> const * __ptr64> & __ptr64 __cdecl std::_Compressed_pair<class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate> const * __ptr64>,class std::_Vector_val<struct std::_Simple_types<struct std::pair<class std:;229200;229200;229200;0;1
