Specialization template;Primary template;Average elapsed time (nanoseconds);Minimum elapsed time (nanoseconds);Maximum elapsed time (nanoseconds);Standard deviation (nanoseconds);Occurrences
enum Microsoft::Cpp::BuildInsights::AnalysisControl __cdecl Microsoft::Cpp::BuildInsights::StaticAnalyzerGroup<class Microsoft::Cpp::BuildInsights::Internal::AnalyzerSmartPtrImpl<class Microsoft::Cpp::BuildInsights::Internal::DynamicSmartPtrAnalyzerGroupImpl<class Microsoft::Cpp::BuildInsights::IAnalyzer *,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer> >,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper> >::OnSimpleEventImpl<0x0>(const class Microsoft::Cpp::BuildInsights::EventStack &);enable_if<,bool,Microsoft::Cpp::BuildInsights::W4AnalysisControl>::type __cdecl Microsoft::Cpp::BuildInsights::StaticAnalyzerGroup<class Microsoft::Cpp::BuildInsights::Internal::AnalyzerSmartPtrImpl<class Microsoft::Cpp::BuildInsights::Internal::DynamicSmartPtrAnalyzerGroupImpl<class Microsoft::Cpp::BuildInsights::IAnalyzer *,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer> >,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper> >::OnSimpleEventImpl(const class Microsoft::Cpp::BuildInsights::EventStack &);2000;2000;2000;0;1
bool __cdecl std::_Uhash_compare<class std::shared_ptr<class cxxopts::OptionDetails>,struct std::hash<class std::shared_ptr<class cxxopts::OptionDetails> >,struct std::equal_to<class std::shared_ptr<class cxxopts::OptionDetails> > >::operator ()<class std::shared_ptr<class cxxopts::OptionDetails>,class std::shared_ptr<class cxxopts::OptionDetails>>(const class std::shared_ptr<class cxxopts::OptionDetails> &,const class std::shared_ptr<class cxxopts::OptionDetails> &) noexcept(false) const;bool __cdecl std::_Uhash_compare<class std::shared_ptr<class cxxopts::OptionDetails>,struct std::hash<class std::shared_ptr<class cxxopts::OptionDetails> >,struct std::equal_to<class std::shared_ptr<class cxxopts::OptionDetails> > >::operator ()(const _Keyty1 &,const _Keyty2 &) noexcept(<expr>) const;2000;2000;2000;0;1
struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t *__cdecl std::_Uninitialized_value_construct_n<class std::allocator<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t>>(struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t *,unsigned __int64,class std::allocator<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t> &);allocator_traits<`template-type-parameter-1'>::pointer __cdecl std::_Uninitialized_value_construct_n(allocator_traits<`template-type-parameter-1'>::pointer,allocator_traits<`template-type-parameter-1'>::size_type,_Alloc &);2000;2000;2000;0;1
class std::ios_base *__cdecl std::addressof<class std::ios_base>(class std::ios_base &) noexcept;_Ty *__cdecl std::addressof(_Ty &) noexcept;2000;1900;2200;141;3
class std::shared_ptr<bool> &&__cdecl std::move<class std::shared_ptr<bool>&>(class std::shared_ptr<bool> &) noexcept;remove_reference<`template-type-parameter-1'>::type &&__cdecl std::move(_Ty &&) noexcept;2000;2000;2000;0;1
const class Microsoft::Cpp::BuildInsights::EventStack &__cdecl std::forward<const class Microsoft::Cpp::BuildInsights::EventStack&>(const class Microsoft::Cpp::BuildInsights::EventStack &) noexcept;_Ty &&__cdecl std::forward(remove_reference<`template-type-parameter-1'>::type &) noexcept;2000;1900;2100;81;3
__cdecl std::pair<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *> *,bool>::pair<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *>*,bool,0x0>(struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *> *&&,bool &&) noexcept;__cdecl std::pair<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *> *,bool>::pair(_Other1 &&,_Other2 &&) noexcept(<expr>);2000;2000;2000;0;1
void __cdecl std::_Push_heap_by_index<const struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>**,const struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>*,class TemplateInstantiationsExporter::ExportTo::<lambda_5b04ced4049247d028dd2b0acc74b1e0>>(const struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate> **,__int64,__int64,const struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate> *&&,class TemplateInstantiationsExporter::ExportTo::<lambda_5b04ced4049247d028dd2b0acc74b1e0>);void __cdecl std::_Push_heap_by_index(_RanIt,iterator_traits<`template-type-parameter-1'>::difference_type,iterator_traits<`template-type-parameter-1'>::difference_type,_Ty &&,_Pr);2000;2000;2000;0;1
const class std::collate<char> &__cdecl std::use_facet<class std::collate<char>>(const class std::locale &);const _Facet &__cdecl std::use_facet(const class std::locale &);2000;2000;2000;0;1
void __cdecl std::_Pocca<class std::allocator<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t>>(class std::allocator<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t> &,const class std::allocator<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t> &) noexcept;void __cdecl std::_Pocca(_Alloc &,const _Alloc &) noexcept;2000;2000;2000;0;1
void __cdecl std::_Destroy_in_place<bool>(bool &) noexcept;void __cdecl std::_Destroy_in_place(_Ty &) noexcept;2000;2000;2000;0;1
void __cdecl std::_Uninitialized_backout_al<class std::allocator<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> > >::_Emplace_back<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger>>(class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> &&);void __cdecl std::_Uninitialized_backout_al<class std::allocator<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> > >::_Emplace_back(_Types &&...);2000;1900;2100;81;3
void __cdecl std::_Default_allocator_traits<class std::allocator<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> > >::destroy<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger>>(class std::allocator<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> > &,class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> *const );void __cdecl std::_Default_allocator_traits<class std::allocator<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> > >::destroy(class std::allocator<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> > &,_Uty *const );2000;1900;2100;81;3
void __cdecl std::uninitialized_fill<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct PackedProcessThreadRemapper::LocalThreadData> > > >*,class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct PackedProcessThreadRemapper::LocalThreadData> > > >>(class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct PackedProcessThreadRemapper::LocalThreadData> > > > *const ,class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct PackedProcessThreadRemapper::LocalThreadData> > > > *const ,const class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct PackedProcessThreadRemapper::LocalThreadData> > > > &);void __cdecl std::uninitialized_fill(const _NoThrowFwdIt,const _NoThrowFwdIt,const _Tval &);2000;2000;2000;0;1
void __cdecl std::_Construct_in_place<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *>*,struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *>*const &>(struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *> *&,struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *> *const &) noexcept;void __cdecl std::_Construct_in_place(_Ty &,_Types &&...) noexcept(<expr>);2000;2000;2000;0;1
class Microsoft::Cpp::BuildInsights::IAnalyzer &__cdecl std::shared_ptr<class Microsoft::Cpp::BuildInsights::IAnalyzer>::operator *<class Microsoft::Cpp::BuildInsights::IAnalyzer,0x0>(void) noexcept const;_Ty2 &__cdecl std::shared_ptr<class Microsoft::Cpp::BuildInsights::IAnalyzer>::operator *(void) noexcept const;2000;1900;2100;81;3
__cdecl std::allocator<struct std::_Container_proxy>::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,struct ProcessThreadRemap>,void *>>(const class std::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,struct ProcessThreadRemap>,void *> > &) noexcept;__cdecl std::allocator<struct std::_Container_proxy>::allocator(const class std::allocator<`template-type-parameter-1'> &) noexcept;2000;2000;2000;0;1
struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *> *&__cdecl std::forward<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *>*&>(struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate>,void *> *&) noexcept;_Ty &&__cdecl std::forward(remove_reference<`template-type-parameter-1'>::type &) noexcept;2000;2000;2000;0;1
const void *&__cdecl std::forward<const void*&>(const void *&) noexcept;_Ty &&__cdecl std::forward(remove_reference<`template-type-parameter-1'>::type &) noexcept;2000;1900;2100;81;3
void __cdecl std::_Default_allocator_traits<class std::allocator<struct std::_Tree_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails>,void *> > >::destroy<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails>>(class std::allocator<struct std::_Tree_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails>,void *> > &,struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails> *const );void __cdecl std::_Default_allocator_traits<class std::allocator<struct std::_Tree_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails>,void *> > >::destroy(class std::allocator<struct std::_Tree_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails>,void *> > &,_Uty *const );2000;2000;2000;0;1
class Microsoft::Cpp::BuildInsights::IAnalyzer **__cdecl std::_Unfancy<class Microsoft::Cpp::BuildInsights::IAnalyzer*>(class Microsoft::Cpp::BuildInsights::IAnalyzer **) noexcept;_Ty *__cdecl std::_Unfancy(_Ty *) noexcept;2000;2000;2000;0;1
unsigned __int64 __cdecl std::_Get_size_of_n<0x0108>(const unsigned __int64);unsigned __int64 __cdecl std::_Get_size_of_n(const unsigned __int64);2000;2000;2000;0;1
unsigned __int64 __cdecl std::_Find_elem<wchar_t,0x01b>(const wchar_t (&)[27],const wchar_t);unsigned __int64 __cdecl std::_Find_elem(const _Elem (&)[_Base_size],const _Elem);2000;2000;2000;0;3
enum Microsoft::Cpp::BuildInsights::RESULT_CODE __cdecl Microsoft::Cpp::BuildInsights::Analyze<class Microsoft::Cpp::BuildInsights::Internal::AnalyzerSmartPtrImpl<class Microsoft::Cpp::BuildInsights::Internal::DynamicSmartPtrAnalyzerGroupImpl<class Microsoft::Cpp::BuildInsights::IAnalyzer *,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer> >,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper>>(const char *,unsigned int,class Microsoft::Cpp::BuildInsights::StaticAnalyzerGroup<class Microsoft::Cpp::BuildInsights::Internal::AnalyzerSmartPtrImpl<class Microsoft::Cpp::BuildInsights::Internal::DynamicSmartPtrAnalyzerGroupImpl<class Microsoft::Cpp::BuildInsights::IAnalyzer *,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer> >,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper> >);enum Microsoft::Cpp::BuildInsights::RESULT_CODE __cdecl Microsoft::Cpp::BuildInsights::Analyze(const char *,unsigned int,class Microsoft::Cpp::BuildInsights::StaticAnalyzerGroup<`template-type-parameter-1'...>);2000;2000;2000;0;1
class std::sub_match<char const *> *__cdecl std::_Uninitialized_value_construct_n<class std::allocator<class std::sub_match<char const *> >>(class std::sub_match<char const *> *,unsigned __int64,class std::allocator<class std::sub_match<char const *> > &);allocator_traits<`template-type-parameter-1'>::pointer __cdecl std::_Uninitialized_value_construct_n(allocator_traits<`template-type-parameter-1'>::pointer,allocator_traits<`template-type-parameter-1'>::size_type,_Alloc &);2000;2000;2000;0;1
const class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::shared_ptr<class cxxopts::OptionDetails> const ,class cxxopts::OptionValue> > > *__cdecl std::addressof<const class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::shared_ptr<class cxxopts::OptionDetails> const ,class cxxopts::OptionValue> > >>(const class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::shared_ptr<class cxxopts::OptionDetails> const ,class cxxopts::OptionValue> > > &) noexcept;_Ty *__cdecl std::addressof(_Ty &) noexcept;2000;2000;2000;0;1
void __cdecl std::_Adl_verify_range<char*,const char*>(char *const &,const char *const &);void __cdecl std::_Adl_verify_range(const _Iter &,const _Sentinel &);2000;1900;2200;141;3
class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> *__cdecl std::_Uninitialized_move<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger>*,class std::allocator<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> >>(class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> *const ,class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> *const ,class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> *,class std::allocator<class std::shared_ptr<class Microsoft::Cpp::BuildInsights::IRelogger> > &);allocator_traits<`template-type-parameter-2'>::pointer __cdecl std::_Uninitialized_move(const _InIt,const _InIt,allocator_traits<`template-type-parameter-2'>::pointer,_Alloc &);2000;1900;2100;81;3
const class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::shared_ptr<class cxxopts::OptionDetails> > > > *__cdecl std::addressof<const class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::shared_ptr<class cxxopts::OptionDetails> > > >>(const class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::shared_ptr<class cxxopts::OptionDetails> > > > &) noexcept;_Ty *__cdecl std::addressof(_Ty &) noexcept;2000;2000;2000;0;1
void __cdecl std::_Adl_verify_range<wchar_t*,const wchar_t*>(wchar_t *const &,const wchar_t *const &);void __cdecl std::_Adl_verify_range(const _Iter &,const _Sentinel &);2000;1900;2100;81;3
struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails> *__cdecl std::addressof<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails>>(struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails> &) noexcept;_Ty *__cdecl std::addressof(_Ty &) noexcept;2000;2000;2000;0;1
const class std::moneypunct<wchar_t,0> &__cdecl std::use_facet<class std::moneypunct<wchar_t,0>>(const class std::locale &);const _Facet &__cdecl std::use_facet(const class std::locale &);2000;1900;2100;100;2
